index,Best Performance
0,0.14175961151652008
1,0.11157376574268538
2,0.4071827559466113
3,0.11621510731068568
4,0.12950063535902848
5,0.1037496244391713
6,0.0970455984853809
7,0.12841042619817924
8,0.158495295648127
9,0.14531633288329526
10,0.16144568321491773
11,0.12760603520834327
12,0.21836535491246317
13,0.1763224542167936
14,0.06409886382519146
15,0.20851754065125463
16,0.1440262821413666
17,0.22446913686744477
18,0.16531000257818682
19,0.18505686158385026
20,0.35449282593963904
21,0.19161539920834067
22,0.16127275074037054
23,0.10884521834104871
24,0.16285328251811715
25,0.10860016265703235
26,0.07691652271293166
27,0.15299104986047504
28,0.08431102663763707
29,0.26278796219529865
30,0.04892021143360935
31,0.16636774837659984
32,0.09429103801905324
33,0.10225516235503922
34,0.16813967278955322
35,0.11614580550490206
36,0.11849205578714003
37,0.36870298547388897
38,0.1558176398724411
39,0.08965881292191231
40,0.17028051789922144
41,0.11648723755191884
42,0.08490239536273955
43,0.18507335370360786
44,0.17323598832852335
45,0.0964955688123944
46,0.13721720001025878
47,0.12837548340521554
48,0.2565256842086152
49,0.1335881226190803
50,0.10470766250632804
51,0.204305966130119
52,0.32522060699572714
53,0.21032210686690087
54,0.12778234851158135
55,0.13365048083352413
56,0.04666312340334992
57,0.09613128805775067
58,0.26803096602466325
59,0.054770772950614874
60,0.09942993042766007
61,0.12953294619583403
62,0.3180671345568985
63,0.10271233367628553
64,0.06468173056393062
65,0.10857860440330735
66,0.1249777363096387
67,0.1797276745387553
68,0.13303296845997906
69,0.29341403262303956
70,0.12282497583015184
71,0.12594474335970637
72,0.16469619343748917
73,0.12854722244580022
74,0.09739707709158173
75,0.26411858630817014
76,0.15856335878875533
77,0.0941026581149469
78,0.21206302264132096
79,0.14579261780255304
80,0.05459939690406554
81,0.11613521771130537
82,0.12111534248212379
83,0.14524427157998218
84,0.1093192762591618
85,0.11419939756966327
86,0.10326737417660477
87,0.09491785174234428
88,0.161471218120812
89,0.17522877078503432
90,0.23983113256168603
91,0.15131108507438365
92,0.16434627613034108
93,0.040461528142868346
94,0.2587720993317541
95,0.32461233078200225
96,0.20082058090718022
97,0.08087026879674031
98,0.10237338140525233
99,0.15437046004831728
100,0.18091690481018569
101,0.15952286698217588
102,0.16884465768145793
103,0.08611686537120779
104,0.163923312840066
105,0.11806497440929295
106,0.16411614526650953
107,0.14408397082623314
108,0.13996843696161948
109,0.24186946320436545
110,0.13656593408332698
111,0.25022466454406944
112,0.10035260706438653
113,0.10393488877853481
114,0.09806573838765766
115,0.15057481738894649
116,0.11095314993958441
117,0.11910334429827724
118,0.18678863855528346
119,0.044805852036095016
120,0.10873938539358931
121,0.14283341629217586
122,0.10460832147429064
123,0.12155314688915855
124,0.09997015326176244
125,0.17803654802512947
126,0.1767171224359107
127,0.10463591148831135
128,0.11550211245886742
129,0.18282440096157704
130,0.10574271685434068
131,0.15651312388388297
132,0.1965032133774571
133,0.12058678700723155
134,0.24138309688480655
135,0.07769964043022129
136,0.08521378104336828
137,0.12746830367184775
138,0.16658962465459431
139,0.12355071949906712
140,0.19727282545836397
141,0.08281757282511341
142,0.18996023971790943
143,0.07011871759552513
144,0.06995010012933268
145,0.1930740812146971
146,0.23119173483602487
147,0.11211881505411522
148,0.2077614093387909
149,0.06360556360621752
150,0.06361940345478062
151,0.18282936769997282
152,0.06408911219110106
153,0.04684742881277827
154,0.06106203087267525
155,0.10944863624890021
156,0.26707954696228975
157,0.12179873292212232
158,0.1890491660254369
159,0.31192259265297817
160,0.12273294882850903
161,0.10553475855409082
162,0.09956215116791096
163,0.14690864473418838
164,0.1914605898298541
165,0.061394766975422434
166,0.14659141843265872
167,0.09436173803300066
168,0.20045109863663088
169,0.24829223575788165
170,0.3371033048399376
171,0.10592949481204338
172,0.1523249679320012
173,0.07407202449730435
174,0.2078793895470243
175,0.04412240116063605
176,0.13111293519122413
177,0.06878590710649041
178,0.1701202509924729
179,0.14379017181960455
180,0.15449776067129753
181,0.053726717549831306
182,0.10122302050676905
183,0.07331725246196655
184,0.21370753278427754
185,0.07765717305433381
186,0.20654803999337784
187,0.14963736424738444
188,0.09635291594726225
189,0.12487639160277857
190,0.041313227246652165
191,0.2950556732670872
192,0.1228701424488789
193,0.12075902454517505
194,0.2119069374206796
195,0.06491953931576737
196,0.1255332519918722
197,0.17999648442853697
198,0.18979786058738776
199,0.09257549454482804
200,0.11912913640537491
201,0.11633066881397917
202,0.05737274943662373
203,0.12683314521353223
204,0.10145865681760098
205,0.1071725507468795
206,0.343086938856624
207,0.1287245992988129
208,0.0750567645702819
209,0.18594050759998695
210,0.0648751970558309
211,0.15215958983002714
212,0.1396564365456875
213,0.0505668022481668
214,0.1502537490743578
215,0.19543302377834815
216,0.05048250524499169
217,0.12810216996345022
218,0.13281186991691676
219,0.12268903761618022
220,0.17769029508776768
221,0.09626660835608583
222,0.14821083836556212
223,0.12712659022772252
224,0.17552727745308985
225,0.16366815882955726
226,0.2714050161902769
227,0.15953236640493035
228,0.08564570324559305
229,0.18124162754923237
230,0.11854304042156447
231,0.11184604982307214
232,0.07287925932775603
233,0.09883112881115079
234,0.14218860161706215
235,0.17986479865330132
236,0.0957311578399607
237,0.33667610812378784
238,0.3147394533501797
239,0.14601532557615518
240,0.05208402850185632
241,0.12349797191398684
242,0.12824945514200572
243,0.14323060797675866
244,0.07780190966803784
245,0.09018976477694944
246,0.22557239941932228
247,0.12441820348288676
248,0.07005986464040842
249,0.30522801661479854
250,0.08423147688440674
251,0.18015127414999338
252,0.07517268484788897
253,0.1282260393643141
254,0.1713278741256088
255,0.14948174289714983
256,0.11219770229298986
257,0.08305648112948125
258,0.1999162452365434
259,0.11901007060757492
260,0.075192575711616
261,0.27363111768868326
262,0.12174061401510287
263,0.1158406132116904
264,0.17167200036407548
265,0.10649598103269511
266,0.1047924971642088
267,0.22621194027818894
268,0.10921850575695095
269,0.12049537843457081
270,0.06341099887263119
271,0.0842560332966892
272,0.15798399638358254
273,0.25566650660769225
274,0.14722834190203568
275,0.1553697999422418
276,0.07450956347556661
277,0.07466730840095955
278,0.1939659471350229
279,0.20729973734243412
280,0.09866575727816544
281,0.280626319586798
282,0.06229853317612078
283,0.1855968661475835
284,0.18072089310809025
285,0.2799241975530074
286,0.08859453653815838
287,0.09919052091394272
288,0.07890889493788578
289,0.09557883865100941
290,0.23805226228570936
291,0.12872215020961641
292,0.07819311447162164
293,0.1998227518408482
294,0.11425076774790481
295,0.221459855319395
296,0.10212079580754622
297,0.2962182241292249
298,0.07858438854749256
299,0.08517893810691247
300,0.12193641262352518
301,0.1770625900275068
302,0.11150498861644637
303,0.11666230579824002
304,0.291219142508442
305,0.17429331208222562
306,0.1405513418831315
307,0.08100521630603728
308,0.2728415716094649
309,0.15707646852507137
310,0.08893581036243159
311,0.24443842497144075
312,0.1291304070557755
313,0.1831757279800952
314,0.13132441195846536
315,0.11972524295018765
316,0.15614332016505744
317,0.06464760115376633
318,0.1357294795370672
319,0.18393848960411727
320,0.17397060971224496
321,0.06496052286113262
322,0.1366130885877724
323,0.11923318221421196
324,0.14264947386607002
325,0.10632376252263052
326,0.10833510010042889
327,0.10405293777544201
328,0.1566744675682596
329,0.09776197425076018
330,0.043603547112783
331,0.2275648932324877
332,0.21466607734998291
333,0.16867082474837733
334,0.06950040425068581
335,0.22372670926311058
336,0.10260138334957429
337,0.14855325175468387
338,0.3295795400066006
339,0.21459443946024462
340,0.14998633392067076
341,0.306497404148664
342,0.13995407908427226
343,0.16200670375448697
344,0.08762697353059867
345,0.15308984380026833
346,0.18141118460440386
347,0.10758623633080366
348,0.12519134704224663
349,0.17715263544274706
350,0.1321406817703826
351,0.10273145647121816
352,0.2044037745715855
353,0.08273324537097992
354,0.12914942287726255
355,0.08579308335669178
356,0.07210905271525961
357,0.3136729618309506
358,0.10358053618639446
359,0.09924058610162093
360,0.15229058079729613
361,0.0646544213811351
362,0.06363251516738536
363,0.1365151202851765
364,0.19144904050040665
365,0.2335156669538985
366,0.10705523430144566
367,0.08884349469556412
368,0.1770064473038413
369,0.13895140095559297
370,0.18927191680046865
371,0.1158446578277907
372,0.07088572785422738
373,0.23879842636438092
374,0.09691921947189741
375,0.08550948113381204
376,0.15924993605009677
377,0.13390332224254647
378,0.05416908680826729
379,0.28702141009353277
380,0.20109366659740674
381,0.13756140073129955
382,0.3251681217031864
383,0.24531343357560895
384,0.1433486717221918
385,0.14021690350509436
386,0.1671994129220367
387,0.21584931512232025
388,0.11329965804076449
389,0.1814933343070498
390,0.08510818636970696
391,0.24825816839796716
392,0.09751419440759775
393,0.20039597297071202
394,0.1756144513058132
395,0.15948536856499576
396,0.43390879569036384
397,0.1448752510425564
